DevType,EdLevel,YearsCodePro,LanguageWorkedWith,ConvertedComp
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",16,HTML/CSS;JavaScript;Kotlin;PHP;TypeScript,62598.0
System administrator,"Bachelor’s degree (BA, BS, B.Eng., etc.)",33,Assembly;Bash/Shell/PowerShell;C;C#;HTML/CSS;JavaScript;PHP;SQL;VBA;Other(s):,84736.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",7,HTML/CSS;JavaScript;PHP;Ruby;Rust;SQL,91606.0
Designer,Some college/university study without earning a degree,2,Bash/Shell/PowerShell;Objective-C;Swift,49620.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;SQL,50388.0
"Engineer, site reliability","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10,Bash/Shell/PowerShell;Go;Java;PHP;Python;Scala;SQL,99240.0
"Developer, back-end","Master’s degree (MA, MS, M.Eng., MBA, etc.)",6,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python,73285.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",4,C#;HTML/CSS;JavaScript;PHP;SQL,38169.0
"Developer, back-end",Some college/university study without earning a degree,4,Bash/Shell/PowerShell;Dart;Go;JavaScript,19451.0
Database administrator,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,C#;HTML/CSS;JavaScript;SQL;TypeScript,57254.0
"Developer, front-end",Associate degree,3,C#;HTML/CSS;JavaScript;SQL,35497.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",23,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL,141226.0
Educator,Some college/university study without earning a degree,13,Bash/Shell/PowerShell;Elixir;Go;HTML/CSS;JavaScript;PHP;Python;Ruby;SQL,80155.0
"Developer, embedded applications or devices","Master’s degree (MA, MS, M.Eng., MBA, etc.)",15,Assembly;C;C++;Python;Other(s):,76339.0
Engineering manager,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;SQL,50388.0
System administrator,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8,C;C++;C#;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL,32062.0
"Developer, back-end","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25,Assembly;Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;Python,87789.0
"Developer, front-end",Some college/university study without earning a degree,32,C++;C#;HTML/CSS;JavaScript,110691.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,C++;C#;HTML/CSS;JavaScript;SQL;TypeScript,56490.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",6,Bash/Shell/PowerShell;C++;C#;JavaScript;Python,47330.0
"Developer, QA or test","Bachelor’s degree (BA, BS, B.Eng., etc.)",8,Bash/Shell/PowerShell;HTML/CSS;Java;Python;SQL,64888.0
"Developer, full-stack",Some college/university study without earning a degree,32,C++;C#;HTML/CSS;JavaScript,110691.0
"Developer, full-stack","Master’s degree (MA, MS, M.Eng., MBA, etc.)",10,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;JavaScript;PHP;Python;SQL,68705.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Assembly;Bash/Shell/PowerShell;C;C++;C#;Go;HTML/CSS;Java;JavaScript;Objective-C;Python;Ruby;SQL;TypeScript,81682.0
"Developer, front-end","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5,Go;JavaScript;Python;TypeScript;Other(s):,54964.0
"Developer, mobile",Associate degree,14,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;SQL,61071.0
Data scientist or machine learning specialist,"Other doctoral degree (Ph.D, Ed.D., etc.)",3,Python;SQL,83972.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",2,HTML/CSS;Java;JavaScript;PHP;TypeScript,49620.0
Data or business analyst,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;HTML/CSS;JavaScript;R;SQL,68705.0
DevOps specialist,Associate degree,2,C#;Go;Java;JavaScript;TypeScript,46719.0
"Developer, desktop or enterprise applications","Master’s degree (MA, MS, M.Eng., MBA, etc.)",15,Assembly;C;C++;Python;Other(s):,76339.0
Designer,I never completed any formal education,7,Bash/Shell/PowerShell;HTML/CSS;Python;SQL,83972.0
"Developer, front-end","Master’s degree (MA, MS, M.Eng., MBA, etc.)",8,Bash/Shell/PowerShell;HTML/CSS;JavaScript,76339.0
System administrator,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25,PHP,49620.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;JavaScript,44276.0
Academic researcher,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4,Assembly;Bash/Shell/PowerShell;C;C++;Java;JavaScript;Python,76339.0
"Developer, full-stack","Master’s degree (MA, MS, M.Eng., MBA, etc.)",29,Bash/Shell/PowerShell;C#;Java;JavaScript;SQL,122142.0
DevOps specialist,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript;VBA,68705.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",20,Bash/Shell/PowerShell;Elixir;HTML/CSS;JavaScript;PHP;Python;Ruby;SQL;TypeScript,99240.0
"Developer, full-stack",Associate degree,3,C#;HTML/CSS;JavaScript;SQL,35497.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,C++;C#;HTML/CSS;JavaScript;SQL;TypeScript,56490.0
"Developer, back-end","Master’s degree (MA, MS, M.Eng., MBA, etc.)",15,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,87789.0
"Developer, mobile",Some college/university study without earning a degree,19,Bash/Shell/PowerShell;Java;Swift,103057.0
Data or business analyst,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20,Bash/Shell/PowerShell;SQL;VBA,61071.0
System administrator,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20,Bash/Shell/PowerShell;Java;SQL;Other(s):,99240.0
"Developer, full-stack",Associate degree,5,C#;HTML/CSS;JavaScript;PHP,61050.0
"Developer, QA or test",Some college/university study without earning a degree,8,HTML/CSS;Java;JavaScript;PHP;Python;SQL,76339.0
"Developer, back-end","Master’s degree (MA, MS, M.Eng., MBA, etc.)",9,Bash/Shell/PowerShell;C++;Java;JavaScript;Python;Scala;SQL,122142.0
Academic researcher,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2,Go;Java;Kotlin;Python,105347.0
Designer,Associate degree,16,C#;HTML/CSS;JavaScript;SQL;TypeScript,45803.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Go;HTML/CSS;Java;JavaScript;Swift,45803.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Java;Objective-C;Python;Ruby;Rust;SQL;Swift,108782.0
"Developer, back-end",Some college/university study without earning a degree,19,Bash/Shell/PowerShell;Erlang;HTML/CSS;JavaScript;Python;SQL,141984.0
Engineering manager,,5,Bash/Shell/PowerShell;C#;F#;HTML/CSS;JavaScript;PHP;SQL;TypeScript,87789.0
"Developer, desktop or enterprise applications","Master’s degree (MA, MS, M.Eng., MBA, etc.)",18,Bash/Shell/PowerShell;C;C++;Java;Other(s):,89316.0
"Developer, back-end",Some college/university study without earning a degree,19,Bash/Shell/PowerShell;C#;Dart;Java,76339.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",10,JavaScript;Python,87789.0
System administrator,Some college/university study without earning a degree,20,Bash/Shell/PowerShell;C;Go;Java;Ruby,160311.0
DevOps specialist,Some college/university study without earning a degree,11,Bash/Shell/PowerShell;C#;Java;Python;SQL;Other(s):,43513.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;C;C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,62598.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Bash/Shell/PowerShell;C;C++,56490.0
System administrator,Associate degree,14,HTML/CSS;Java;JavaScript;SQL;Other(s):,62598.0
"Developer, embedded applications or devices","Master’s degree (MA, MS, M.Eng., MBA, etc.)",15,Bash/Shell/PowerShell;C;C++;C#;Go;HTML/CSS;Java;JavaScript;Rust;WebAssembly,125959.0
System administrator,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;R;SQL,114508.0
Engineering manager,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6,Bash/Shell/PowerShell;Go;Python;SQL,118019.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,C++;C#;HTML/CSS;JavaScript;SQL;TypeScript,56490.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",23,Bash/Shell/PowerShell;C;SQL;Other(s):,109164.0
"Developer, full-stack",Associate degree,1,Bash/Shell/PowerShell;JavaScript;PHP;SQL;TypeScript,32826.0
System administrator,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30,Bash/Shell/PowerShell;C;HTML/CSS;Java;JavaScript;PHP;SQL,68705.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",1,HTML/CSS;JavaScript,58017.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",4,Bash/Shell/PowerShell;Elixir;Go;HTML/CSS;JavaScript;SQL;TypeScript,72522.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",13,Python,72522.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",21,Bash/Shell/PowerShell;Dart;Go;Java;Kotlin;Python;Scala;SQL,114508.0
"Developer, back-end","Master’s degree (MA, MS, M.Eng., MBA, etc.)",26,HTML/CSS;Java;JavaScript;SQL;Other(s):,61834.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",22,Bash/Shell/PowerShell;C#;SQL,164128.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",1,C;HTML/CSS;Java;JavaScript;Python,68705.0
"Developer, mobile","Bachelor’s degree (BA, BS, B.Eng., etc.)",10,C#;Dart;JavaScript;Objective-C;Python;Swift,83972.0
Engineering manager,"Other doctoral degree (Ph.D, Ed.D., etc.)",21,Bash/Shell/PowerShell;Clojure;Go;Python;SQL,103057.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Go;HTML/CSS;Python;TypeScript,51147.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",2,C#;HTML/CSS;Java;JavaScript;PHP;SQL,51910.0
"Developer, mobile","Bachelor’s degree (BA, BS, B.Eng., etc.)",11,HTML/CSS;JavaScript;Objective-C;SQL;Swift,83972.0
"Developer, back-end","Master’s degree (MA, MS, M.Eng., MBA, etc.)",16,C#;HTML/CSS;TypeScript,114508.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",1,Assembly;C++;C#;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,63361.0
"Developer, front-end","Professional degree (JD, MD, etc.)",9,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL,43513.0
"Developer, full-stack",Associate degree,3,HTML/CSS;Java;JavaScript;PHP;Python;SQL,34734.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",15,C#;SQL,152677.0
Data scientist or machine learning specialist,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",8,C;F#;HTML/CSS;JavaScript;Python;TypeScript;Other(s):,61071.0
System administrator,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL,141226.0
"Developer, front-end",Associate degree,3,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java,54964.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",8,Bash/Shell/PowerShell;HTML/CSS;JavaScript;SQL;TypeScript,72522.0
"Developer, game or graphics","Bachelor’s degree (BA, BS, B.Eng., etc.)",10,Bash/Shell/PowerShell;C++;Go;HTML/CSS;JavaScript;PHP;Python;Ruby;SQL;TypeScript,145043.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",16,C;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,61071.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",10,C++;C#;Java;JavaScript;Python;VBA,78629.0
"Developer, desktop or enterprise applications",Some college/university study without earning a degree,11,C#;HTML/CSS;SQL,72522.0
Database administrator,"Professional degree (JD, MD, etc.)",3,Dart;HTML/CSS;JavaScript;PHP;Ruby;SQL,34543.0
DevOps specialist,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10,Bash/Shell/PowerShell;JavaScript;SQL,99240.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",20,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Kotlin;Scala;SQL,61071.0
"Developer, mobile","Bachelor’s degree (BA, BS, B.Eng., etc.)",30,Objective-C;Swift,95423.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",10,C++;C#;Java;JavaScript;Python;VBA,78629.0
Data scientist or machine learning specialist,"Bachelor’s degree (BA, BS, B.Eng., etc.)",18,Bash/Shell/PowerShell;C#;HTML/CSS;PHP;SQL;TypeScript;VBA,44276.0
"Developer, mobile","Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;Swift,41986.0
System administrator,Some college/university study without earning a degree,10,Bash/Shell/PowerShell;PHP;SQL,83972.0
"Developer, mobile","Other doctoral degree (Ph.D, Ed.D., etc.)",12,Bash/Shell/PowerShell;JavaScript;Kotlin;Objective-C;Ruby;Scala;SQL;Swift;TypeScript,99240.0
"Developer, back-end",Associate degree,2,C++;C#;Java;Kotlin;Objective-C;PHP;SQL;Swift,41220.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",7,C#;SQL;Swift;TypeScript,77865.0
Designer,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3,HTML/CSS;Java;JavaScript;SQL;TypeScript,1908.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",14,C#;Java;SQL;VBA,94660.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",15,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,70231.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",10,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;R;SQL;TypeScript,60307.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;C++;C#;HTML/CSS;Java;JavaScript;SQL,50002.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",31,C;C#,105347.0
"Developer, back-end","Master’s degree (MA, MS, M.Eng., MBA, etc.)",10,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;JavaScript;PHP;Python;SQL,68705.0
Database administrator,Associate degree,16,HTML/CSS;JavaScript;PHP;SQL,62598.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",10,Bash/Shell/PowerShell;Java;Python;Ruby;Other(s):,122142.0
Database administrator,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2,HTML/CSS;JavaScript;Python;SQL,53437.0
"Developer, back-end",Some college/university study without earning a degree,11,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript,81682.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",22,,99240.0
DevOps specialist,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6,Bash/Shell/PowerShell;Go;Python;SQL,118019.0
DevOps specialist,Some college/university study without earning a degree,6,Bash/Shell/PowerShell;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,95423.0
"Developer, game or graphics","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,C++;C#;HTML/CSS;JavaScript,39696.0
"Developer, QA or test","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Assembly;Bash/Shell/PowerShell;C;C++;Go;Python;SQL,71758.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",8,HTML/CSS;JavaScript;PHP;SQL,53437.0
Senior executive/VP,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",25,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL,73284.0
"Engineer, data","Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript;Python,94000.0
"Developer, mobile","Bachelor’s degree (BA, BS, B.Eng., etc.)",4,C;C++;C#;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;Ruby;SQL;TypeScript;VBA,53437.0
"Developer, front-end",I never completed any formal education,30,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;Scala;SQL,122142.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",9,C#;HTML/CSS;SQL;Other(s):,50002.0
Data scientist or machine learning specialist,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;Scala;SQL;TypeScript,129775.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Bash/Shell/PowerShell;Scala;SQL,83972.0
"Engineer, site reliability",Some college/university study without earning a degree,9,Bash/Shell/PowerShell;Go;Java;Python;SQL,73285.0
"Developer, QA or test","Bachelor’s degree (BA, BS, B.Eng., etc.)",10,HTML/CSS;JavaScript;SQL;TypeScript,22896.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python,45803.0
"Developer, embedded applications or devices","Bachelor’s degree (BA, BS, B.Eng., etc.)",4,Assembly;Bash/Shell/PowerShell;C;C++;Python,64888.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL,46948.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,C;C++;Java;Python,70995.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",1,HTML/CSS;TypeScript,47330.0
"Engineer, site reliability","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Assembly;Bash/Shell/PowerShell;C++;C#,122142.0
Data or business analyst,"Bachelor’s degree (BA, BS, B.Eng., etc.)",40,Bash/Shell/PowerShell;Python;R;SQL;Other(s):,76339.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Go;HTML/CSS;JavaScript;Python;SQL,64888.0
"Developer, full-stack",Associate degree,16,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;TypeScript,80155.0
"Developer, front-end",Some college/university study without earning a degree,1,HTML/CSS;JavaScript;PHP,40078.0
"Developer, back-end",,2,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript,34352.0
Database administrator,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8,Bash/Shell/PowerShell;HTML/CSS;JavaScript;SQL;TypeScript,72522.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",5,C#;HTML/CSS;Java;JavaScript;TypeScript,99240.0
Data or business analyst,,5,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;SQL;VBA,48093.0
"Developer, mobile","Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;C;Java;PHP;SQL,48093.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Go;HTML/CSS;Python;TypeScript,51147.0
Designer,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,HTML/CSS;JavaScript;Objective-C;Swift,95423.0
"Developer, full-stack",Associate degree,5,C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL;VBA,45803.0
"Developer, QA or test","Bachelor’s degree (BA, BS, B.Eng., etc.)",11,C#;Java;JavaScript;Python;SQL;Swift,235080.0
"Developer, QA or test",Some college/university study without earning a degree,13,C++;C#;Python,76339.0
"Developer, back-end",Associate degree,6,HTML/CSS;JavaScript;PHP;SQL,31757.0
"Developer, front-end",Associate degree,2,Bash/Shell/PowerShell;HTML/CSS;JavaScript;TypeScript,27864.0
Data scientist or machine learning specialist,"Bachelor’s degree (BA, BS, B.Eng., etc.)",14,C#;JavaScript;SQL;TypeScript,76339.0
Scientist,"Other doctoral degree (Ph.D, Ed.D., etc.)",5,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;TypeScript,76339.0
"Engineer, site reliability",Associate degree,10,Go;JavaScript;PHP;Python;TypeScript,64888.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;Java;JavaScript;TypeScript,84736.0
"Developer, back-end","Master’s degree (MA, MS, M.Eng., MBA, etc.)",21,HTML/CSS;Java;JavaScript;Ruby;SQL,171762.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Bash/Shell/PowerShell;C#;JavaScript,57254.0
Data scientist or machine learning specialist,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2,Bash/Shell/PowerShell;Python;Other(s):,48857.0
"Developer, front-end",Associate degree,2,Bash/Shell/PowerShell;HTML/CSS;Java;TypeScript,38169.0
"Developer, front-end",Associate degree,3,C#;HTML/CSS;JavaScript;SQL,45803.0
"Developer, desktop or enterprise applications","Master’s degree (MA, MS, M.Eng., MBA, etc.)",12,Bash/Shell/PowerShell;C#;Dart;HTML/CSS;Java;JavaScript;SQL,72522.0
"Developer, embedded applications or devices","Bachelor’s degree (BA, BS, B.Eng., etc.)",23,C;C++;HTML/CSS;Swift,76339.0
DevOps specialist,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,80155.0
Data scientist or machine learning specialist,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;R;SQL,38169.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",11,Bash/Shell/PowerShell;C#;Go;HTML/CSS;JavaScript;Ruby;SQL;TypeScript;Other(s):,129775.0
"Developer, mobile","Master’s degree (MA, MS, M.Eng., MBA, etc.)",18,Bash/Shell/PowerShell;C;C++;Java;Other(s):,89316.0
